,nv,id,ms,il,nj,pa,ca,ks,wi,nd,ar,tx,nh,fl,co,de,tn,mo,me,va,in,ok,mn,ri,la,ga,sd,mi,oh,nm,sc,vt,ia,ct,or,md,ny,wa,ma,az,nc,ut,ky,wy,mt,ak,ne,hi,al,dc,wv
2021-09-21,1230,3072,1669,3002,2165,4939,6765,0,11853,624,1326,13780,207,8017,1779,272,0,1997,632,3335,2638,0,6321,336,4462,6077,0,0,6814,410,2206,147,0,394,1680,974,5242,2532,1293,1944,4379,1326,3355,2094,1174,897,881,280,3220,149,0
2021-09-22,824,1354,1557,3561,2351,4394,7295,2562,3285,641,1365,19154,356,6271,1606,267,9267,2129,614,3737,3904,13380,1638,322,1906,3145,2885,7718,6882,714,2414,168,12163,490,2266,1145,0,0,1830,2096,6288,1724,4408,0,1313,428,683,330,3018,137,8067
2021-09-23,1053,1344,2071,3505,2252,5489,623,0,3536,629,1519,12510,727,7753,2055,643,3974,2113,716,3767,3587,0,2291,285,1517,3485,0,0,7475,722,3199,289,0,591,1808,1405,9487,6344,1881,3013,5953,1598,4090,542,1174,680,712,445,3366,169,1477
2021-09-24,1072,1648,1505,3304,2236,5071,0,2528,3284,0,1281,13855,733,3067,1979,570,5638,1987,714,2886,3209,0,2862,0,1002,3212,0,7087,7095,713,3521,242,0,470,2076,1363,6070,4,1779,2998,5805,1672,3931,1272,1035,0,591,403,2569,187,2685
2021-09-25,0,0,0,2500,0,4966,22584,0,3281,640,0,12440,0,4007,0,0,0,2232,606,0,0,0,0,407,0,0,0,0,0,0,0,180,0,0,0,1567,5288,3125,0,0,0,0,0,0,0,0,591,0,0,0,0
2021-09-26,0,0,0,2146,0,4247,4737,0,1884,637,0,5264,0,8804,0,0,0,1110,0,0,0,0,0,500,0,0,0,0,0,0,0,241,0,0,0,1114,0,0,0,0,0,0,0,0,0,4345,591,0,0,0,0
2021-09-27,1981,2636,1773,2025,4503,3010,6256,1994,1463,283,1766,5914,0,5056,4585,1404,7826,859,0,7987,6324,0,2784,251,3058,6562,0,8719,13326,1986,8588,200,0,1444,3581,960,0,8788,4091,7454,13498,3176,6439,1069,1252,1742,592,1035,6164,567,4297
2021-09-28,902,1357,1520,2375,1888,5429,6009,0,3572,1102,807,15215,1549,5819,1897,290,3390,1554,1005,2641,2310,0,6192,300,1031,2453,0,0,7283,610,1818,98,0,553,1620,972,12432,2727,1383,1123,3459,1130,4535,0,1203,680,676,240,1984,126,1037
2021-09-29,800,1684,1098,2989,1997,4570,7970,2481,3402,0,1256,12680,607,4781,1592,294,3618,2140,867,3151,2863,11665,2062,313,1048,3279,2801,8694,6463,0,2868,109,10812,450,1993,1125,5137,2760,1448,3388,4800,1786,3872,495,1334,1001,933,230,2141,98,0
2021-09-30,1140,1905,1101,3344,2327,4892,492,0,2720,1584,1035,11012,520,5829,2405,531,4118,1859,925,3132,3394,0,2874,297,872,3871,0,0,6530,1640,2512,224,0,165,1870,1479,4744,2855,1483,2743,4754,1704,2483,1172,1209,829,630,332,1702,157,0
2021-10-01,1010,1778,822,3356,1673,5352,0,2368,4054,0,1101,10913,512,3006,2154,636,3300,1889,738,2552,3176,0,3696,0,1373,2481,0,9355,6234,791,2983,190,0,721,1655,1530,0,3284,1534,3643,4963,1715,4130,567,972,563,762,366,1845,178,5102
2021-10-02,0,0,0,3266,0,3392,18704,0,3028,650,0,7890,0,4474,0,0,0,1724,741,0,0,0,0,358,0,0,0,0,0,0,0,229,0,0,0,1287,9888,0,0,0,0,0,0,0,0,1195,392,0,0,0,0
2021-10-03,0,0,0,2051,0,6289,3710,0,2363,977,0,2884,0,2741,0,0,0,1010,0,0,0,0,0,424,0,0,0,0,0,0,0,140,0,0,0,1092,0,0,0,0,0,0,0,0,0,831,392,0,0,0,0
2021-10-04,11420,2359,1561,1822,4635,4395,5117,1817,1017,278,1466,2980,0,3598,5138,1385,6203,762,0,7762,6090,0,3537,214,1725,6679,0,9819,13751,1762,6946,190,0,1097,3262,1078,7480,6924,3271,7310,10696,3300,4919,810,1474,514,394,751,3108,460,3440
2021-10-05,267,1835,947,3058,1648,4019,4818,0,4080,0,769,10250,0,3490,2280,283,3181,1181,897,1428,2102,0,7124,246,1020,2032,0,0,5533,538,1259,94,0,411,1627,649,3877,2373,1200,2254,2702,1264,2558,538,1260,893,843,91,1549,72,864
2021-10-06,738,1367,834,2932,1852,5058,6680,2312,3578,859,868,13412,2151,3841,4619,428,3162,1932,842,3919,2639,9319,3883,352,920,291,2449,9670,6296,832,1264,127,9860,377,1532,1077,0,2575,1496,2041,3589,1975,2675,566,1340,788,862,168,1272,115,1398
2021-10-07,0,1321,1112,3371,2065,5819,523,0,3182,806,893,8888,655,3974,2911,0,2449,1558,680,2886,2203,0,2667,216,971,3732,0,0,6310,1023,2173,291,0,548,1426,1398,10915,2913,1521,2528,3791,1805,2610,681,1293,590,826,304,1262,120,1525
2021-10-08,1490,1682,601,2751,1869,5583,0,2211,3623,705,758,8975,651,3066,0,987,2518,1595,461,2836,3540,0,3645,0,787,2237,0,10122,6651,973,2002,281,0,509,1557,1176,5654,2300,1581,2703,4067,1637,2128,539,1308,537,825,0,1049,168,0
2021-10-09,0,0,0,1430,0,5610,16616,0,3240,693,0,5932,0,2973,0,0,0,1288,600,0,0,0,0,399,0,0,0,0,0,0,0,255,0,0,0,1259,4804,0,0,0,0,0,0,0,0,1058,346,0,0,0,0
2021-10-10,0,0,0,2715,0,3907,305,0,1189,552,0,1789,0,1899,5884,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,1333,0,0,0,0,0,0,0,0,0,910,346,0,0,0,0
2021-10-11,1849,996,1041,1797,4215,2872,7579,1699,1250,273,1555,2670,0,2124,0,0,4530,730,0,0,4725,0,3197,0,1464,0,0,9820,11520,0,4999,220,6107,0,2880,809,7913,6537,0,0,9500,0,4540,834,0,942,349,728,2039,0,4564
2021-10-12,972,0,820,1924,1642,3898,547,0,3397,230,737,9866,1991,0,0,1441,2639,988,0,7460,1605,0,7925,0,1129,5459,0,0,4456,2427,973,133,0,1473,1351,411,3376,0,4471,8329,2147,4366,2341,483,2216,337,838,49,886,436,753
2021-10-13,728,3965,719,2946,1746,5012,15446,2121,2804,721,691,9581,551,5463,2000,321,2431,1330,893,2359,2695,8643,2376,1207,551,1531,2342,10876,5648,708,999,327,2416,240,1136,1113,4658,4952,1473,2319,3240,1845,2366,439,1344,1646,739,127,1016,0,1130
2021-10-14,707,0,528,2545,1638,5253,4727,0,2951,1284,783,6350,671,2893,5640,494,2047,1459,807,2603,2632,0,2916,313,842,1574,0,0,5143,876,1471,151,1227,908,1136,1123,0,2853,1566,2386,3750,1253,2284,605,1287,603,701,164,1050,150,1264
2021-10-15,521,3454,411,2422,1383,5725,4206,1820,2765,560,710,6839,635,1525,0,442,2088,1469,543,2357,2264,0,3341,315,559,1468,0,9989,0,801,1527,227,1229,494,1150,1068,10094,2679,0,2398,3190,1493,1994,473,1142,762,661,156,1143,124,1371
2021-10-16,0,0,0,2617,0,4485,4721,0,2504,522,0,5890,0,2633,0,0,0,1061,542,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,936,5248,0,0,0,0,0,0,0,0,1002,152,0,0,0,0
2021-10-17,0,0,0,1559,0,3821,3072,0,1088,0,0,706,0,1861,0,0,0,717,0,0,0,0,0,430,0,0,0,0,0,0,0,249,1254,0,0,871,4204,0,0,0,0,0,0,0,0,1013,152,0,0,0,0
2021-10-18,1399,3842,770,1319,3115,2902,3135,1520,972,415,1091,2275,1638,1928,2850,1082,3184,411,0,4944,3828,0,2851,217,1077,2467,0,9341,13971,1877,3553,201,631,1147,3260,714,3003,0,4327,2483,6925,3036,3236,1028,1272,607,155,1,1669,329,2720
2021-10-19,1000,0,1278,2062,1238,3899,3269,0,2703,724,650,7266,350,2670,7286,189,0,983,883,1617,1535,0,5663,263,581,1121,0,0,3617,516,654,132,2210,709,1342,543,2892,7409,1885,7651,1384,1343,1735,402,1327,590,1360,1,961,40,757
2021-10-20,716,1548,448,2440,1106,3584,604,2121,2534,0,652,5860,580,2357,2252,0,3037,1201,649,1822,1953,7748,1846,257,495,1030,2217,8789,4574,629,907,117,287,384,1313,717,4668,2453,1356,0,2575,0,1879,440,1245,626,802,1,665,55,1012
2021-10-21,0,0,422,2157,1468,4998,0,0,2618,1114,503,4687,637,2006,0,375,1587,1178,552,1779,2152,3510,2351,232,923,987,0,0,4084,1132,907,322,0,410,1380,1069,4223,3154,1276,2495,3038,3750,1779,655,976,758,474,1,1065,74,1100
2021-10-22,1541,2808,389,2996,1706,4496,5003,1893,2399,567,611,5484,710,3039,0,790,1682,1142,575,1655,1885,763,2134,194,681,1032,0,9178,4078,982,1069,230,2440,453,1465,863,3594,2479,1351,3074,2551,1619,1619,512,1078,913,0,1,1598,0,1004
2021-10-23,0,0,0,2089,0,4573,23873,0,2714,471,0,4222,0,188,0,0,0,1187,585,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,910,0,0,0,0,0,0,0,0,0,503,0,0,0,114,0
2021-10-24,0,0,0,1504,0,3414,4635,0,884,189,0,1610,0,950,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,717,7199,0,0,0,0,0,0,0,0,892,0,0,0,0,0
2021-10-25,1496,2056,555,1566,2870,2425,2676,1477,855,0,852,1890,715,2024,13129,883,0,483,0,3945,3519,0,2981,463,878,2154,0,8572,8331,2321,2554,139,2054,899,2207,512,3054,5804,3167,4785,5775,3636,2587,909,1414,296,2239,1,1660,291,2392
2021-10-26,724,1345,1670,2201,1473,3742,7450,2437,2924,255,0,6276,0,0,2452,94,3699,977,882,1299,1413,2642,6522,0,460,798,0,0,3807,686,595,90,0,254,1507,597,2203,1622,1114,451,1360,1614,1466,341,1123,732,598,1406,943,40,714
2021-10-27,739,1244,344,2026,1289,4178,2841,0,2308,1384,1056,4955,0,0,0,275,1260,1296,619,1631,2062,0,1799,0,770,1467,2220,9786,3839,957,703,161,2202,337,1321,731,4284,1563,1276,6299,2169,2068,1673,488,983,447,866,184,7393,71,1019
2021-10-28,686,873,343,2615,1965,4312,651,0,2596,666,537,4566,0,8988,7208,312,1595,1171,572,1495,2069,1616,2685,0,491,1127,0,0,4190,1300,814,326,0,443,1112,929,4285,0,0,2795,0,1859,1681,491,983,606,0,1,2141,118,951
2021-10-29,0,1076,309,2663,1306,4506,16321,1916,2692,518,539,5405,0,0,7533,282,1153,1092,630,1646,1916,706,3317,944,241,901,0,9722,3485,1054,1414,229,0,424,1380,911,5064,3351,2679,3691,4859,1810,1612,523,777,998,1613,1,376,132,902
2021-10-30,0,0,0,2767,0,4366,5030,0,2652,520,0,4339,0,0,2977,0,0,1121,588,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,871,0,2584,0,0,0,0,0,0,0,581,0,0,0,0,0
2021-10-31,0,0,0,1792,0,3114,3905,0,988,303,0,729,0,345,1207,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,636,7565,0,0,0,0,0,0,0,0,567,0,0,0,0,0
2021-11-01,2178,1444,493,1577,3266,0,3656,1287,1002,157,821,1216,4240,0,2572,834,0,504,0,3228,3975,1452,10434,0,1529,1782,0,10415,8298,2626,2329,149,0,832,2557,448,2907,4673,3241,7773,4945,3179,2197,696,1129,358,1607,656,1099,230,2046
2021-11-02,950,925,455,2369,1215,6426,7329,0,2983,656,643,4906,0,0,3927,76,3222,1121,863,1245,1371,0,7031,0,246,677,0,0,3917,674,431,173,0,412,0,482,2961,10,1068,2350,1218,1250,1235,367,1138,536,972,38,745,71,629
2021-11-03,847,1244,395,1745,1298,3819,3888,2263,2901,649,526,4845,967,0,2697,282,1040,1337,659,1435,1972,1501,2941,0,445,664,2349,11978,4503,1161,552,214,7643,391,2204,696,4032,1786,1301,2180,1755,2152,1614,414,866,517,912,176,484,61,849
2021-11-04,1022,662,381,4262,1504,5162,584,0,3366,0,427,3346,727,0,1798,301,1210,1181,692,1494,2033,576,3698,0,620,882,0,0,4487,1612,850,527,0,431,1188,800,4587,0,1586,3552,2224,2267,1394,537,790,459,1025,112,1089,106,888
2021-11-05,844,803,514,2947,1385,5130,15709,2107,3274,1185,553,3522,799,10154,558,0,976,1212,601,1369,2313,578,3354,1674,538,700,0,12159,4348,1460,1015,390,0,320,1136,868,4775,5794,1600,3813,1997,1874,1389,378,682,785,0,124,575,91,871
2021-11-06,0,0,0,2971,0,4663,4991,0,2997,603,0,2997,0,122,7904,0,0,1479,698,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,791,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0
2021-11-07,0,0,0,2345,0,3672,4744,0,1283,196,0,1206,0,269,3251,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,727,9516,0,0,0,0,0,0,0,0,521,0,0,0,0,0
2021-11-08,1876,1192,560,2066,3181,3254,2101,1929,1307,160,721,1600,1981,1775,1435,1083,0,666,0,3386,4848,1482,4231,756,810,0,0,10069,10276,3344,1964,234,0,941,2116,555,3480,5221,4037,9480,4614,3972,2353,672,898,216,2750,325,1098,251,2311
2021-11-09,795,768,360,2247,1464,4021,3220,0,3833,0,765,4864,362,1446,4040,68,3409,1333,938,1448,1971,420,7165,340,474,2163,0,0,4952,1135,396,169,0,309,1104,448,0,1445,1399,3118,1253,1558,1783,297,1118,485,958,79,995,44,259
2021-11-10,657,724,299,5032,1638,6936,569,2857,4130,782,657,4467,769,2455,2418,277,2073,1661,882,1407,2809,999,5265,311,495,646,2699,9365,5527,1336,493,194,9067,533,1015,844,9246,1990,1740,3794,2157,1531,1895,411,745,415,1257,142,178,65,857
2021-11-11,0,0,0,4138,1823,5293,0,0,4245,643,664,3914,0,0,1935,316,0,0,755,1588,6883,1043,5118,0,0,0,0,0,4994,0,0,611,0,540,0,985,6545,0,0,3624,0,0,0,0,0,198,997,130,686,0,1033
2021-11-12,1387,942,694,3812,1821,5555,16172,2705,3734,624,519,2958,2090,4235,4867,433,2606,3270,0,1466,2790,889,4838,771,726,1522,0,17779,5379,3521,1763,509,0,458,0,909,6151,4123,3705,4446,4124,3842,2919,785,1181,598,862,138,722,212,1138
2021-11-13,0,0,0,3296,0,21226,5818,0,3961,402,0,3932,0,0,3492,0,0,1744,798,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,983,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0
2021-11-14,0,0,0,3274,0,4752,4893,0,1696,703,0,614,0,388,2662,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,819,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0
2021-11-15,1738,951,806,2369,4701,3437,2879,2019,1317,186,1031,1384,2152,0,2754,916,2671,740,0,3224,5995,2233,5262,0,942,1698,0,23167,12244,3689,1894,223,0,2179,3719,717,16127,4534,5232,9846,4764,4502,3005,620,782,211,1976,257,1117,252,1696
2021-11-16,919,664,442,2997,1739,5778,2106,0,4810,0,809,4360,773,0,3450,144,1295,0,946,1210,2808,717,10904,0,470,747,0,0,5639,1023,0,189,0,544,775,702,0,1299,1845,3240,1350,1238,1746,310,1031,283,1067,63,542,84,1559
2021-11-17,730,650,225,4985,1948,6024,1510,3096,4286,1400,791,4922,1046,0,1806,381,1685,0,1042,2532,3418,1056,3444,0,625,782,3138,17903,6382,1523,1066,243,9132,838,976,791,10986,11,2647,3459,2171,2129,2144,245,595,330,1199,142,496,86,0
2021-11-18,711,551,380,5663,2473,6637,13103,0,4321,641,865,4788,1096,5979,6063,0,1749,0,933,1895,3925,970,4820,2542,458,899,0,0,6615,1788,785,529,0,747,1148,1079,7971,2162,3201,4184,2392,1789,1826,425,728,553,1088,226,492,96,1129
2021-11-19,657,658,426,5703,2239,7604,5141,2880,4171,470,688,4470,986,3524,2191,892,1629,0,944,1762,3733,985,5148,588,481,1020,0,20481,6429,1836,934,464,0,860,1072,1082,7558,2000,2579,5070,2401,1764,1076,235,483,413,1131,206,473,139,1363
2021-11-20,0,0,0,4628,0,6424,4820,0,4323,487,0,2751,0,0,3223,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,1017,0,1635,0,0,0,0,0,0,0,313,0,0,0,0,0
2021-11-21,0,0,0,2057,0,5417,1470,0,1634,148,0,1007,0,220,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,1006,13954,0,0,0,0,0,0,0,0,227,0,0,0,0,0
2021-11-22,1767,878,1187,4719,5344,5604,296,2431,1764,221,1221,2006,3121,1605,879,1059,2966,21411,2,4110,7926,0,4714,1144,711,1910,0,18772,13757,3642,2326,233,0,2060,1728,832,5401,3890,6781,11981,5581,3829,3870,0,492,85,1865,417,1205,0,1912
2021-11-23,661,635,265,4590,2640,5186,3063,0,5074,666,698,3667,645,1523,4866,251,1441,1900,1083,1586,3139,2635,11451,604,673,899,0,0,6143,1164,434,196,0,754,844,740,5336,1042,2615,3057,1300,1153,2126,0,682,394,926,52,619,405,502
2021-11-24,713,570,432,5047,2208,7569,0,2943,4733,469,678,4413,1132,0,1225,288,1694,2196,993,1535,3984,945,3731,426,337,747,2332,20039,6751,1348,0,315,10643,841,851,905,7166,1101,2982,4064,2307,1804,2130,946,491,306,1331,115,416,77,883
2021-11-25,0,0,0,0,2851,5950,0,0,4301,708,517,0,0,0,382,491,0,0,548,1781,0,751,0,0,0,0,0,0,0,0,562,0,0,0,0,0,8388,0,0,3349,0,0,0,0,0,281,375,77,398,0,0
2021-11-26,0,391,0,7630,2144,6122,18768,0,760,174,283,5213,0,3262,3675,510,0,0,0,1267,0,751,4130,0,0,0,0,0,9143,0,725,0,0,1900,0,0,6295,0,5039,3322,0,2415,0,0,393,333,832,27,0,0,0
2021-11-27,0,0,0,3953,0,5143,1835,0,2647,0,0,560,0,1071,2766,0,0,0,0,0,0,751,0,1446,0,0,0,0,0,0,0,0,0,0,0,2803,4326,0,0,0,0,0,0,0,0,239,0,0,0,0,0
2021-11-28,0,0,0,3089,0,4159,6466,0,1900,369,0,360,0,1123,2277,0,0,0,0,0,0,751,0,482,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0
2021-11-29,1969,685,990,4598,6100,5252,3210,4127,2034,360,1027,3122,4576,1489,1998,739,4257,6741,259,3470,12649,758,4510,486,1254,2859,575,27823,14198,5048,2162,1681,0,2312,2581,762,11424,4918,5489,7890,8183,2476,5551,0,353,197,1932,375,690,347,3105
2021-11-30,898,636,549,5714,3251,5766,6361,0,5904,841,949,6441,957,2098,3395,286,2196,2369,914,1907,4060,585,12631,909,589,911,0,0,6745,1125,488,213,0,907,1033,1244,0,1396,2908,2971,1755,1195,2517,825,588,344,1384,0,477,55,780
2021-12-01,843,716,468,6093,3188,7606,4764,4477,5454,682,897,2267,1339,2266,2096,572,2188,3061,938,2413,6008,1620,3572,927,943,1126,2277,19900,8944,1825,863,496,9489,1093,1098,1142,16055,0,4835,3163,3039,2297,3299,0,581,261,1305,187,536,135,1155
2021-12-02,932,594,569,11508,4462,9143,610,0,6155,0,1204,2377,1378,1983,1553,651,2458,3495,853,2472,5550,1288,5307,903,473,1163,0,0,9131,2046,1127,624,0,1627,1035,1828,11300,4451,5158,4012,3780,1981,2790,0,332,185,1418,126,767,126,1466
2021-12-03,734,514,296,7582,4463,10127,19297,4712,5303,589,1160,3011,1613,2915,3575,736,2192,0,789,2598,5603,1807,5682,1144,479,833,0,22372,9584,2385,1411,495,0,863,1337,1700,11242,1919,5169,5236,3720,1873,2801,0,311,338,0,125,595,0,1244
2021-12-04,0,0,0,6367,0,9264,2087,0,0,523,0,2599,0,506,3187,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,9907,0,0,0,0,0,0,0,0,41,0,0,0,257,0
2021-12-05,0,0,0,4028,0,6091,10677,0,5728,451,0,1510,0,922,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,10411,0,0,0,0,0,0,723,0,179,0,0,0,0,0
2021-12-06,1604,645,982,8724,10899,3967,2346,3310,1711,163,1461,2466,0,1693,763,1738,4231,10273,0,6456,12390,975,6094,2091,832,2391,0,17822,18049,3791,0,242,0,5481,1932,0,6078,3296,11171,12885,8557,3457,4879,0,354,199,3515,362,1120,566,2690
2021-12-07,706,696,652,7063,3950,7912,3527,0,2979,0,856,3537,4506,1919,1765,288,2043,2128,980,2242,4180,1157,12420,1087,560,691,0,0,7876,961,3907,300,0,1919,920,0,0,1911,3719,3015,2115,1122,2722,556,415,164,1207,55,630,0,771
2021-12-08,736,651,787,6650,4258,8723,526,4443,4084,673,820,2381,1458,2625,1109,0,2207,4142,1275,2850,5252,1453,3045,693,732,1901,3272,18643,8707,1441,825,404,13039,789,841,0,18043,1203,5389,3506,3294,1423,3009,183,272,0,1190,72,687,266,1053
2021-12-09,1211,489,745,9296,5617,6918,18002,0,5112,470,883,2480,0,2030,3905,1425,0,3265,1461,3074,5488,1711,3742,1468,455,912,0,0,8500,1619,1195,486,0,2679,1099,0,12491,1632,5477,3663,4153,1397,2722,180,266,467,1096,143,549,198,1182
2021-12-10,675,371,445,7537,5463,11628,4461,3877,6793,0,1082,25486,2918,3289,1333,739,4375,3377,2148,2848,5277,1541,4547,1078,567,1573,0,13788,7359,1446,1428,736,3382,3280,0,0,11203,1535,5002,3924,3597,1330,2762,131,175,214,923,170,592,242,1063
2021-12-11,0,0,0,9509,0,11052,2310,0,6243,755,0,4643,0,1580,1155,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
2021-12-12,0,0,0,5448,0,8391,375,0,1592,0,0,2550,0,1976,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,23295,0,0,0,0,0,0,0,0,19,0,0,0,0,0
2021-12-13,1680,665,736,4566,11717,5395,11073,3245,1700,547,0,4204,3643,2592,3319,2020,3794,5944,0,6625,11384,1553,3646,2433,1171,2650,0,17719,18662,2460,3129,235,0,7893,2203,0,8993,0,11060,9396,8951,2669,4373,215,187,178,1836,554,1337,0,2786
2021-12-14,853,405,408,7375,0,7441,7662,0,4836,671,1914,4582,868,4137,2307,291,1830,2618,1383,2416,4001,0,9025,1584,590,1124,0,0,9922,737,732,233,0,2999,872,0,8266,3346,4048,2168,1942,920,2535,156,203,301,1018,214,1655,838,781
2021-12-15,686,451,575,9781,9386,7301,1707,4138,5228,0,983,4907,1271,6846,1376,681,2192,3555,1504,3135,4677,3962,2217,1172,846,2034,2328,14382,10588,1349,816,344,7094,1723,891,0,12944,2611,5124,3249,3754,1306,2897,126,289,165,935,282,647,327,1260
2021-12-16,837,381,710,11850,7223,7358,16251,0,5568,435,764,5659,1422,8308,2063,690,2256,4312,1286,3688,5467,1326,3780,1092,1025,1886,0,0,11803,0,1126,672,0,2085,902,0,18276,1870,5913,2911,4164,1104,2498,119,165,156,776,395,816,508,1279
2021-12-17,1148,389,911,10717,7397,8918,9862,4297,4930,743,1113,5902,1396,8721,2524,1071,2485,3125,1150,3457,5145,0,3836,1197,1101,2311,0,14462,10025,2466,1327,476,0,1443,1063,0,21027,2090,6363,3686,3983,1017,2479,106,202,168,870,797,908,844,1168
2021-12-18,0,0,0,11441,0,8873,10731,0,4190,0,0,7945,0,11694,2583,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,438,4131,0,0,27434,21908,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2021-12-19,0,0,0,7757,0,7231,10898,0,1671,165,0,7325,0,10115,2735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,1107,22478,0,0,0,0,0,0,0,0,119,0,0,0,0,0
2021-12-20,2115,681,1434,12313,22084,4255,6159,2659,1566,384,1590,10502,3622,16049,1298,2200,5732,7316,0,10308,10901,3895,3381,3962,2936,7669,0,15221,25855,3104,3928,240,3322,6209,1861,6218,23391,5502,13722,8387,10530,2500,5311,178,165,71,1611,2519,1796,0,2879
2021-12-21,1270,424,740,10236,8494,9607,15277,0,4926,443,922,10988,662,20178,3894,528,2922,2776,1558,4437,3713,1482,7383,1015,1729,3680,0,0,12502,710,894,240,2112,6000,916,4072,22258,1698,5547,2396,2904,811,2544,144,242,77,1269,707,1254,4918,820
2021-12-22,1165,355,873,16574,11906,9838,9528,5074,5726,383,848,9944,1304,26811,3478,673,3669,3675,1462,5972,4781,1917,2804,1811,2205,5731,2505,16216,12864,905,1330,0,1492,3366,1163,6869,28924,2071,7816,2806,4879,1406,2894,156,246,0,900,961,1460,1524,1149
2021-12-23,1443,456,0,18938,18122,10548,51118,0,6221,413,1264,12169,1343,31771,7585,1138,5963,6468,1116,6473,0,1011,3373,1687,2835,8599,0,0,15989,1140,2215,0,0,3416,1333,9859,38835,4141,9038,3222,0,1289,0,180,252,581,1176,1511,2060,1904,1495
2021-12-24,0,0,0,21129,18941,13286,30154,0,4951,409,1645,13678,0,32874,7338,1378,0,17,0,8756,0,2163,0,1907,0,7963,0,0,14414,0,0,0,4042,0,0,9350,0,0,10042,3808,0,0,0,0,0,162,0,1828,2466,0,0
2021-12-25,0,0,0,13975,19481,9856,12318,0,2123,167,0,14926,0,21040,2771,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,5826,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
2021-12-26,0,0,0,10995,14159,6839,10435,0,723,69,0,12211,0,27210,655,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,5376,130593,0,0,0,0,0,0,0,0,64,0,0,0,0,0
2021-12-27,4099,990,7058,9815,9732,10506,19503,6939,2704,117,2290,17032,4483,33567,3244,3249,15200,9979,1253,18513,20380,3660,4137,1137,12164,23028,0,35418,29009,3014,0,0,2473,14654,3575,6574,26737,20494,12923,11480,0,4607,9938,382,375,464,2459,5180,4991,9200,3450
2021-12-28,1805,1019,2698,20829,15234,11206,2790,0,6899,0,2334,14627,534,52995,3498,566,6480,4782,1423,7439,5710,765,9864,2379,4313,8295,0,0,15403,798,0,0,2562,5753,1880,10873,40780,3352,9210,1976,41544,1816,4253,293,409,340,1710,824,3705,1868,1053
2021-12-29,2781,723,3594,21062,26473,17520,75343,7083,7863,1061,3537,13934,1652,58013,1207,1085,10193,7109,1325,12112,7917,4166,5210,3193,9378,13781,3146,29281,0,1370,15621,5272,2469,7520,2313,14346,67090,4609,15104,3411,0,3303,5513,325,608,0,1831,1561,5975,1412,1976
2021-12-30,3217,924,4885,30398,35175,19436,4111,0,8901,772,4780,14870,2011,76180,0,1954,13508,8143,1091,13500,11937,3974,6777,3918,12467,17877,0,0,40094,2212,6064,0,0,7704,2930,11860,74207,6879,21071,5687,18571,3563,0,396,663,1488,2575,3484,8256,2241,2648
2021-12-31,0,0,0,31385,33724,23268,206936,0,8008,0,3829,15649,0,56719,44078,3503,0,0,1107,17618,0,0,0,0,0,17551,0,0,20598,0,9061,0,6847,0,0,13945,76555,0,21336,7720,0,0,0,0,0,283,2107,3290,8051,0,0
2022-01-01,0,0,0,22348,32391,23189,48417,0,4493,0,0,50850,0,45838,3894,0,0,0,0,0,0,0,0,7875,0,0,0,0,0,0,0,0,0,0,0,10811,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0
2022-01-02,0,0,0,14560,26452,17611,12508,0,2966,0,0,53407,0,39147,7981,0,0,0,0,0,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,14251,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0
